Absolute Magnitude,Orbit Uncertainity,Minimum Orbit Intersection,Neo Reference ID,Name,Orbit ID,Est Dia in KM(min),Est Dia in KM(max),Orbit Determination Date,Hazardous
20.5,0,0.232945,3289740,3289740,31,0.06,0.06,443,0
23.0,5,0.0949569,3673983,3673983,11,0.02,0.02,170,0
27.4,9,0.00189732,3596043,3596043,4,0.0,0.0,268,0
22.4,2,0.305843,3662198,3662198,13,0.02,0.02,189,0
23.3,5,0.018281,3429818,3429818,15,0.02,0.02,375,0
22.6,7,0.0161531,3585467,3585467,5,0.02,0.02,278,0
26.6,7,0.00093191,3655974,3655974,5,0.0,0.0,776,0
25.4,7,0.0166216,3736515,3736515,7,0.01,0.01,83,0
20.5,1,0.151998,3024696,3024696,12,0.06,0.06,510,0
18.7,0,0.197366,3174193,3174193,26,0.14,0.14,18,0
23.2,7,0.038182,3465534,3465534,9,0.02,0.02,353,0
22.0,1,0.0479033,3620670,3620670,25,0.03,0.03,237,0
22.3,0,0.0246823,3687148,3687148,40,0.03,0.03,777,0
22.8,5,0.0353657,3067589,3067589,14,0.02,0.02,503,0
24.5,7,0.0506822,3536565,3536565,8,0.01,0.01,319,0
26.5,6,0.0151862,3744802,3744802,7,0.0,0.0,65,0
23.7,8,0.0465933,3267067,3267067,10,0.01,0.01,454,0
27.8,7,0.00140372,3645307,3645307,9,0.0,0.0,208,0
21.2,6,0.0667857,3684008,3684008,6,0.04,0.04,165,0
23.5,7,0.140674,3634129,3634129,11,0.01,0.01,226,0
22.9,2,0.101081,3428255,3428255,12,0.02,0.02,376,0
24.0,7,0.0264789,3761030,3761030,9,0.01,0.01,35,0
21.0,1,0.218349,3283950,3283950,17,0.05,0.05,446,0
20.5,5,0.0682463,3726020,3726020,34,0.06,0.06,102,0
22.6,2,0.167715,3484839,3484839,14,0.02,0.02,336,0
19.0,1,0.089119,2418198,2418198,27,0.12,0.12,558,0
25.8,7,0.0691428,3761353,3761353,5,0.0,0.0,33,0
24.0,8,0.015109,3013651,3013651,11,0.01,0.01,518,0
27.4,7,0.0147558,3738915,3738915,10,0.0,0.0,82,0
21.5,2,0.13285,3674103,3674103,16,0.04,0.04,709,0
26.2,3,0.00516848,3736504,3736504,18,0.0,0.0,83,0
21.2,0,0.0861968,2434500,2434500,43,0.04,0.04,550,0
22.4,2,0.0176588,3591884,3591884,13,0.02,0.02,272,0
23.8,0,0.0515902,2483656,2483656,41,0.01,0.01,758,0
19.5,0,0.364596,2483408,2483408,27,0.09,0.09,692,0
29.1,6,0.000786163,3160748,3160748,8,0.0,0.0,473,0
25.8,6,0.00120536,3694462,3694462,13,0.0,0.0,150,0
22.5,1,0.0413485,3117468,3117468,22,0.02,0.02,737,0
20.1,5,0.172999,3768606,3768606,8,0.07,0.07,23,0
24.3,7,0.031401,3467750,3467750,12,0.01,0.01,348,0
22.9,7,0.167013,3685635,3685635,5,0.02,0.02,163,0
19.4,0,0.0820877,2376848,2376848,51,0.1,0.1,582,0
24.5,9,0.128749,3548663,3548663,6,0.01,0.01,312,0
22.3,0,0.0118552,3127391,3127391,49,0.03,0.03,485,0
26.9,7,0.00602602,3747315,3747315,5,0.0,0.0,61,0
22.6,5,0.0171663,3764822,3764822,3,0.02,0.02,29,0
22.0,7,0.0356267,3652856,3652856,13,0.03,0.03,199,0
18.3,0,0.29933,3131064,3131064,93,0.17,0.17,483,0
22.6,8,0.0484072,3289739,3289739,10,0.02,0.02,442,0
21.5,2,0.243116,3591642,3591642,11,0.04,0.04,274,0
28.6,7,0.00403207,3612646,3612646,5,0.0,0.0,243,0
18.2,5,0.113972,3726021,3726021,29,0.17,0.17,101,0
25.1,8,0.018452,3412892,3412892,8,0.01,0.01,380,0
26.3,7,0.00431893,3702310,3702310,11,0.0,0.0,138,0
24.4,8,0.0944527,3729845,3729845,5,0.01,0.01,93,0
20.4,0,0.072888,2488803,2488803,43,0.06,0.06,729,0
23.4,5,0.017615,3746620,3746620,9,0.02,0.02,62,0
25.6,5,0.0193647,3293790,3293790,10,0.01,0.01,439,0
20.4,2,0.0641822,3702966,3702966,18,0.06,0.06,137,0
17.4,0,0.0913315,2141354,2141354,159,0.25,0.25,772,0
26.9,7,0.0013246,3620677,3620677,8,0.0,0.0,236,0
20.0,0,0.287685,3727274,3727274,38,0.08,0.08,96,0
24.5,6,0.0276206,3670038,3670038,10,0.01,0.01,179,0
23.0,8,0.0461264,3535791,3535791,11,0.02,0.02,319,0
26.3,8,0.0404713,3394709,3394709,6,0.0,0.0,400,0
24.3,7,0.00336216,3092296,3092296,12,0.01,0.01,500,0
19.1,0,0.117222,2387871,2387871,45,0.11,0.11,574,0
25.7,7,0.0170424,3690385,3690385,5,0.0,0.0,157,0
25.1,9,0.102196,3694046,3694046,4,0.01,0.01,153,0
20.9,1,0.177145,3552574,3552574,16,0.05,0.05,306,0
20.8,1,0.200319,3407946,3407946,25,0.05,0.05,387,0
20.0,0,0.162998,2439898,2439898,49,0.08,0.08,544,0
22.0,1,0.039743,3405618,3405618,19,0.03,0.03,389,0
16.7,0,0.196605,2162980,2162980,158,0.35,0.35,642,0
29.6,7,0.00317053,3735469,3735469,4,0.0,0.0,85,0
18.8,0,0.235932,2154652,2154652,107,0.13,0.13,694,0
21.2,2,0.0558885,3716433,3716433,52,0.04,0.04,114,0
23.6,7,0.0102789,3605597,3605597,14,0.01,0.01,257,0
24.2,3,0.057864,3762440,3762440,17,0.01,0.01,701,0
26.1,8,0.0137262,3471657,3471657,9,0.0,0.0,345,0
20.4,6,0.0603378,3726511,3726511,14,0.06,0.06,100,0
22.2,5,0.00935383,3596030,3596030,10,0.03,0.03,270,0
26.0,6,0.010158,3177232,3177232,8,0.0,0.0,463,0
24.0,5,0.01005,3177201,3177201,24,0.01,0.01,466,0
28.2,5,0.0018167,3759724,3759724,12,0.0,0.0,36,0
22.2,1,0.0963895,3683466,3683466,8,0.03,0.03,166,0
23.7,3,0.0127891,3725152,3725152,25,0.01,0.01,104,0
24.9,6,0.0111526,3552523,3552523,11,0.01,0.01,307,0
23.1,4,0.0538937,3767009,3767009,12,0.02,0.02,771,0
22.2,2,0.14079,3513745,3513745,15,0.03,0.03,330,0
25.0,8,0.0748122,3740933,3740933,10,0.01,0.01,74,0
25.261,6,0.00190795,3772756,3772756,7,0.01,0.01,22,0
23.0,6,0.0439429,3759000,3759000,10,0.02,0.02,39,0
24.9,4,0.000736007,3607530,3607530,16,0.01,0.01,253,0
19.2,0,0.13164,2259221,2259221,40,0.11,0.11,615,0
19.9,2,0.332641,3666427,3666427,26,0.08,0.08,186,0
21.2,2,0.150454,3761196,3761196,16,0.04,0.04,790,0
21.0,1,0.177776,3401904,3401904,15,0.05,0.05,395,0
22.6,2,0.104347,3423027,3423027,17,0.02,0.02,379,0
22.7,8,0.0747455,3457389,3457389,9,0.02,0.02,358,0
19.5,0,0.182551,3292347,3292347,18,0.09,0.09,440,0
20.3,0,0.190346,3076547,3076547,24,0.07,0.07,501,0
17.2,0,0.078411,2190135,2190135,61,0.28,0.28,633,0
24.1,1,0.00702408,3766966,3766966,21,0.01,0.01,770,0
22.8,6,0.0522968,3644816,3644816,17,0.02,0.02,211,0
23.4,1,0.201877,3441023,3441023,9,0.02,0.02,371,0
20.2,6,0.184462,3062448,3062448,11,0.07,0.07,504,0
23.6,6,0.00508091,3704158,3704158,13,0.01,0.01,129,0
23.8,8,0.0197548,3467048,3467048,13,0.01,0.01,350,0
22.2,8,0.0054831,3405148,3405148,9,0.03,0.03,391,0
25.7,5,2.06111e-06,3177202,3177202,21,0.0,0.0,465,0
23.5,5,5.25386e-05,3703537,3703537,34,0.01,0.01,134,0
21.8,8,0.0707756,3655556,3655556,11,0.03,0.03,191,0
21.0,3,0.054397,3636713,3636713,34,0.05,0.05,219,0
19.9,3,0.0803779,3724206,3724206,56,0.08,0.08,105,0
27.6,5,0.000163588,3468488,3468488,11,0.0,0.0,347,0
20.4,0,0.286779,2452397,2452397,32,0.06,0.06,539,0
22.3,2,0.0528668,3723766,3723766,19,0.03,0.03,107,0
22.4,1,0.00341163,3151655,3151655,22,0.02,0.02,477,0
19.6,0,0.105939,2218017,2218017,51,0.09,0.09,624,0
17.9,0,0.234588,2242187,2242187,108,0.2,0.2,696,0
23.174,6,0.0952113,3774009,3774009,14,0.02,0.02,740,0
22.9,3,0.0351164,3753024,3753024,13,0.02,0.02,747,0
23.7,7,0.00709691,3179348,3179348,17,0.01,0.01,462,0
23.6,6,0.0515679,3608473,3608473,14,0.01,0.01,251,0
24.3,2,0.00180294,3143084,3143084,15,0.01,0.01,479,0
23.7,0,0.0148448,3289746,3289746,31,0.01,0.01,441,0
20.3,0,0.10431,2429736,2429736,32,0.07,0.07,551,0
25.9,8,0.0142738,3609485,3609485,4,0.0,0.0,247,0
19.2,1,0.223726,3402610,3402610,21,0.11,0.11,393,0
26.3,6,0.00597035,3472549,3472549,12,0.0,0.0,343,0
21.0,4,0.149978,3718391,3718391,16,0.05,0.05,111,0
24.7,7,0.0422991,3544949,3544949,20,0.01,0.01,317,0
25.7,4,0.00399468,3725757,3725757,12,0.0,0.0,103,0
23.3,0,0.0155604,3418110,3418110,13,0.02,0.02,731,0
27.1,7,0.00466632,3405335,3405335,9,0.0,0.0,390,0
18.6,0,0.0675992,2255501,2255501,42,0.14,0.14,617,0
27.197,6,0.00223976,3772993,3772993,3,0.0,0.0,21,0
21.0,1,0.261909,3351481,3351481,13,0.05,0.05,418,0
19.6,0,0.226806,3334434,3334434,31,0.09,0.09,831,0
23.1,3,0.00375179,3629117,3629117,29,0.02,0.02,231,0
21.0,1,0.0984179,3426410,3426410,16,0.05,0.05,378,0
23.7,6,0.0752783,3560054,3560054,7,0.01,0.01,295,0
20.9,5,0.220645,3732686,3732686,58,0.05,0.05,90,0
27.9,7,0.00198414,3545973,3545973,12,0.0,0.0,316,0
24.3,7,0.0222117,3127399,3127399,12,0.01,0.01,484,0
23.8,6,0.14634,3338137,3338137,15,0.01,0.01,421,0
19.4,5,0.0506398,3466069,3466069,30,0.1,0.1,351,0
17.2,0,0.192174,2153271,2153271,175,0.28,0.28,653,0
26.1,7,0.00130659,3561024,3561024,10,0.0,0.0,293,0
21.1,1,0.186385,3691589,3691589,26,0.05,0.05,155,0
18.8,0,0.430723,2474425,2474425,56,0.13,0.13,723,0
19.0,1,0.089119,2418198,2418198,27,0.12,0.12,558,0
24.5,5,0.00122879,3694529,3694529,29,0.01,0.01,149,0
24.5,7,0.0157152,3648643,3648643,12,0.01,0.01,202,0
24.9,6,0.0187586,3694127,3694127,8,0.01,0.01,152,0
23.174,6,0.0952113,3774009,3774009,14,0.02,0.02,740,0
21.9,6,0.177321,3755504,3755504,8,0.03,0.03,47,0
24.4,7,0.125437,3730579,3730579,7,0.01,0.01,91,0
24.5,6,0.0247104,3274691,3274691,9,0.01,0.01,453,0
27.1,7,0.000461924,3719182,3719182,6,0.0,0.0,110,0
24.5,7,0.104643,3609839,3609839,8,0.01,0.01,246,0
20.9,5,0.227728,3699447,3699447,10,0.05,0.05,140,0
23.0,6,0.0896811,3766334,3766334,5,0.02,0.02,26,0
27.4,6,0.0125843,3765021,3765021,3,0.0,0.0,28,0
23.3,3,0.000213187,3612847,3612847,20,0.02,0.02,242,0
21.5,4,0.204134,3703780,3703780,25,0.04,0.04,133,0
26.207,6,0.00784378,3781708,3781708,1,0.0,0.0,823,0
23.2,6,0.0912527,3483649,3483649,9,0.02,0.02,338,0
24.4,8,0.0554436,3758838,3758838,2,0.01,0.01,41,0
21.8,9,0.288424,3297180,3297180,8,0.03,0.03,437,0
20.097,6,0.136369,3776647,3776647,11,0.07,0.07,815,0
24.3,9,0.0156207,3756748,3756748,2,0.01,0.01,46,0
23.1,7,0.0883269,3292264,3292264,18,0.02,0.02,440,0
25.5,7,0.0641647,3691354,3691354,11,0.01,0.01,154,0
23.4,0,0.0617594,3523944,3523944,40,0.02,0.02,321,0
29.2,7,0.000565374,3745511,3745511,12,0.0,0.0,63,0
25.5,7,0.0289102,3715994,3715994,10,0.01,0.01,114,0
24.7,5,0.0597776,3652982,3652982,16,0.01,0.01,198,0
28.5,5,0.00100317,3744560,3744560,3,0.0,0.0,66,0
